Wall time,Step,Value
1744536456.8181822,0,0.9497811198234558
1744536458.972446,1,0.4732961356639862
1744536461.0947042,2,0.33404627442359924
1744536463.1458316,3,0.2761960029602051
1744536465.2010434,4,0.2437778264284134
1744536467.320194,5,0.21610045433044434
1744536469.371986,6,0.17968972027301788
1744536471.4268525,7,0.14140848815441132
