Wall time,Step,Value
1744536456.8398132,0,0.5031388401985168
1744536458.9727893,1,0.7580501437187195
1744536461.0950768,2,0.8113677501678467
1744536463.1459947,3,0.8169990181922913
1744536465.2012124,4,0.8328946828842163
1744536467.3204794,5,0.8490937948226929
1744536469.372154,6,0.8673459887504578
1744536471.4270148,7,0.8945914506912231
